State,City,Population,Total law enforcement employees,Total officers,Total civilians,,,,
,Lake Waccamaw,"1,448",4,4,0,,,,
,Landis,"3,111",9,8,1,,,,
,Laurel Park,"2,151",7,7,0,,,,
,Laurinburg,"15,442",45,39,6,,,,
,Leland,"4,992",32,29,3,,,,
,Lenoir,"17,843",65,49,16,,,,
,Lexington,"20,375",73,64,9,,,,
,Liberty,"2,726",11,10,1,,,,
,Lilesville,422,1,1,0,,,,
,Lillington,"3,257",13,12,1,,,,
,Lincolnton,"10,779",33,28,5,,,,
,Littleton,642,4,4,0,,,,
,Locust,"2,624",10,9,1,,,,
,Long View,"4,940",15,15,0,,,,
,Louisburg,"3,764",13,12,1,,,,
,Lowell,"2,746",9,9,0,,,,
,Lumberton,"21,849",76,67,9,,,,
,Madison,"2,256",11,10,1,,,,
,Maggie Valley,817,9,8,1,,,,
,Magnolia,989,2,2,0,,,,
,Maiden,"3,461",14,13,1,,,,
,Manteo,"1,330",8,7,1,,,,
,Marion,"5,112",30,25,5,,,,
,Marshall,830,3,3,0,,,,
,Mars Hill,"1,770",5,5,0,,,,
,Marshville,"3,198",5,5,0,,,,
,Matthews,"27,140",67,55,12,,,,
,Maxton,"2,696",13,8,5,,,,
,Mayodan,"2,600",16,14,2,,,,
,Maysville,963,2,2,0,,,,
,McAdenville,660,2,2,0,,,,
,Mebane,"10,534",24,18,6,,,,
,Middlesex,857,4,4,0,,,,
,Mint Hill,"20,096",29,27,2,,,,
,Mocksville,"4,634",22,21,1,,,,
,Monroe,"32,216",91,76,15,,,,
,Montreat,715,5,5,0,,,,
,Mooresville,"22,003",73,54,19,,,,
,Morehead City,"9,683",48,38,10,,,,
,Morganton,"17,069",98,62,36,,,,
,Morrisville,"14,976",32,30,2,,,,
,Mount Airy,"8,729",52,39,13,,,,
,Mount Gilead,"1,405",4,4,0,,,,
,Mount Holly,"9,982",34,27,7,,,,
,Mount Olive,"4,380",17,16,1,,,,
,Murfreesboro,"2,333",15,10,5,,,,
,Murphy,"1,565",10,7,3,,,,
,Nags Head,"3,064",23,21,2,,,,
,Nashville,"4,594",15,14,1,,,,
,Navassa,"1,801",2,2,0,,,,
,New Bern,"28,855",134,89,45,,,,
,Newland,649,5,5,0,,,,
,Newport,"4,318",10,10,0,,,,
,Newton,"13,359",42,33,9,,,,
,Newton Grove,631,3,3,0,,,,
,Norlina,"1,008",5,5,0,,,,
,North Topsail Beach,976,12,11,1,,,,
,Northwest,936,3,3,0,,,,
,North Wilkesboro,"4,139",25,22,3,,,,
,Norwood,"2,131",8,7,1,,,,
,Oakboro,"1,166",5,5,0,,,,
,Oak Island,"8,397",28,21,7,,,,
,Ocean Isle Beach,533,13,13,0,,,,
,Old Fort,961,6,5,1,,,,
,Oxford,"8,628",38,31,7,,,,
,Parkton,431,1,1,0,,,,
,Pembroke,"2,760",18,14,4,,,,
,Pikeville,703,2,2,0,,,,
,Pilot Mountain,"1,269",9,8,1,,,,
,Pinebluff,"1,419",4,4,0,,,,
,Pinehurst,"12,422",29,24,5,,,,
,Pine Knoll Shores,"1,553",10,9,1,,,,
,Pine Level,"1,551",5,5,0,,,,
,Pinetops,"1,252",8,6,2,,,,
,Pineville,"6,642",43,32,11,,,,
,Pink Hill,525,2,2,0,,,,
,Pittsboro,"2,582",11,11,0,,,,
,Plymouth,"3,826",12,12,0,,,,
,Princeton,"1,275",3,3,0,,,,
,Raeford,"3,466",17,15,2,,,,
,Raleigh,"388,661",803,689,114,,,,
,Ramseur,"1,715",8,8,0,,,,
,Randleman,"3,678",14,14,0,,,,
,Ranlo,"2,310",7,7,0,,,,
,Red Springs,"3,502",21,17,4,,,,
,Reidsville,"15,027",53,45,8,,,,
,Richlands,913,5,5,0,,,,
,Rich Square,845,2,2,0,,,,
,River Bend,"3,123",5,5,0,,,,
,Roanoke Rapids,"16,347",40,37,3,,,,
,Robersonville,"1,548",7,7,0,,,,
,Rockingham,"8,802",40,35,5,,,,
,Rockwell,"1,998",4,4,0,,,,
,Rocky Mount,"56,950",170,128,42,,,,
,Rolesville,"2,519",11,10,1,,,,
,Roseboro,"1,462",4,4,0,,,,
,Rose Hill,"1,409",4,4,0,,,,
,Rowland,"1,148",7,6,1,,,,
,Roxboro,"8,681",38,33,5,,,,
,Rutherfordton,"4,019",15,15,0,,,,
,Salisbury,"28,747",106,87,19,,,,
,Saluda,566,4,4,0,,,,
,Sanford,"29,414",102,81,21,,,,
,Scotland Neck,"2,163",8,7,1,,,,
,Seagrove,258,1,1,0,,,,
,Selma,"6,921",24,22,2,,,,
,Seven Devils,168,5,5,0,,,,
,Shallotte,"1,759",14,13,1,,,,
,Sharpsburg,"2,400",7,7,0,,,,
,Shelby,"21,415",88,70,18,,,,
,Siler City,"8,725",26,21,5,,,,
,Smithfield,"12,759",44,40,4,,,,
,Southern Pines,"12,604",38,30,8,,,,
,Southern Shores,"2,670",10,10,0,,,,
,Southport,"3,108",12,11,1,,,,
,Sparta,"1,778",6,6,0,,,,
,Spencer,"3,370",14,13,1,,,,
,Spindale,"3,838",13,13,0,,,,
,Spring Lake,"8,122",25,21,4,,,,
,Spruce Pine,"1,984",9,9,0,,,,
,Stallings,"8,960",24,22,2,,,,
,Stanfield,"1,106",4,4,0,,,,
,Stanley,"3,299",13,9,4,,,,
,Stantonsburg,703,4,4,0,,,,
,Star,797,4,4,0,,,,
,Statesville,"26,474",91,68,23,,,,
,St. Pauls,"2,035",16,11,5,,,,
,Sugar Mountain,209,5,5,0,,,,
,Sunset Beach,"2,348",12,12,0,,,,
,Surf City,"1,986",19,17,2,,,,
,Swansboro,"1,915",9,9,0,,,,
,Sylva,"2,427",14,13,1,,,,
,Tabor City,"2,636",10,9,1,,,,
,Tarboro,"10,187",33,27,6,,,,
,Taylortown,876,2,2,0,,,,
,Thomasville,"26,528",73,65,8,,,,
,Topsail Beach,587,8,7,1,,,,
,Trent Woods,"3,962",5,5,0,,,,
,Troutman,"1,819",12,12,0,,,,
,Troy,"3,373",11,10,1,,,,
,Tryon,"1,714",10,8,2,,,,
,Valdese,"4,523",13,12,1,,,,
,Vanceboro,845,1,1,0,,,,
,Vass,780,3,3,0,,,,
,Wadesboro,"5,061",27,21,6,,,,
,Wagram,785,2,2,0,,,,
,Wake Forest,"27,532",60,51,9,,,,
,Wallace,"3,611",17,14,3,,,,
,Walnut Cove,"1,602",8,7,1,,,,
,Walnut Creek,854,2,2,0,,,,
,Warrenton,732,6,5,1,,,,
,Warsaw,"3,164",16,12,4,,,,
,Washington,"10,097",41,32,9,,,,
,Waxhaw,"3,665",18,15,3,,,,
,Waynesville,"9,921",40,32,8,,,,
,Weaverville,"2,591",14,13,1,,,,
,Weldon,"1,279",9,9,0,,,,
,Wendell,"5,260",17,15,2,,,,
,West Jefferson,"1,120",7,7,0,,,,
,Whispering Pines,"2,139",10,9,1,,,,
,Whitakers,767,3,3,0,,,,
,White Lake,565,6,6,0,,,,
,Whiteville,"5,226",28,24,4,,,,
,Wilkesboro,"3,168",22,20,2,,,,
,Williamston,"5,362",21,20,1,,,,
,Wilmington,"100,944",321,266,55,,,,
,Wilson,"48,140",134,113,21,,,,
,Wilson's Mills,"1,587",2,2,0,,,,
,Windsor,"2,110",9,9,0,,,,
,Wingate,"3,954",6,6,0,,,,
,Winston-Salem,"226,460",649,493,156,,,,
,Winterville,"4,803",21,20,1,,,,
,Woodfin,"4,841",15,14,1,,,,
,Woodland,757,1,1,0,,,,
,Wrightsville Beach,"2,680",25,23,2,,,,
,Yadkinville,"2,862",13,12,1,,,,
,Youngsville,748,9,8,1,,,,
,Zebulon,"4,566",22,21,1,,,,
NORTH DAKOTA,Beulah,"2,877",6,5,1,,,,
,Bismarck,"59,988",113,85,28,,,,
,Bowman,"1,451",3,3,0,,,,
,Burlington,993,2,2,0,,,,
,Cando,"1,030",2,2,0,,,,
,Carrington,"2,080",4,4,0,,,,
,Cavalier,"1,333",4,4,0,,,,
,Crosby,939,2,2,0,,,,
,Devils Lake,"6,610",18,16,2,,,,
,Dickinson,"15,910",43,29,14,,,,
,Elgin,546,1,1,0,,,,
,Ellendale,"1,486",1,1,0,,,,
,Emerado,472,2,2,0,,,,
,Fargo,"92,883",149,131,18,,,,
,Fessenden,499,1,1,0,,,,
,Grafton,"3,991",10,9,1,,,,
,Grand Forks,"52,064",94,78,16,,,,
,Harvey,"1,610",3,3,0,,,,
,Hazen,"2,219",4,4,0,,,,
,Hillsboro,"1,470",2,2,0,,,,
,Jamestown,"14,578",32,28,4,,,,
,Lamoure,819,1,1,0,,,,
,Larimore,"1,289",2,2,0,,,,
,Lincoln,"2,660",2,2,0,,,,
,Linton,"1,015",1,1,0,,,,
,Lisbon,"2,182",3,3,0,,,,
,Mandan,"17,860",40,29,11,,,,
,Mayville,"1,986",1,1,0,,,,
,Minot,"35,124",82,60,22,,,,
,Napoleon,698,1,1,0,,,,
,Northwood,871,2,2,0,,,,
,Oakes,"1,778",4,3,1,,,,
,Powers Lake,244,1,1,0,,,,
,Rolla,"1,423",3,3,0,,,,
,Rugby,"2,538",4,4,0,,,,
,Steele,649,1,1,0,,,,
,Thompson,949,1,1,0,,,,
,Valley City,"6,242",18,13,5,,,,
,Wahpeton,"7,603",16,14,2,,,,
,Watford City,"1,367",5,5,0,,,,
,West Fargo,"24,266",42,32,10,,,,
,Williston,"12,387",31,23,8,,,,
,Wishek,896,2,2,0,,,,
OHIO,Aberdeen,"1,540",3,2,1,,,,
,Ada,"5,793",11,8,3,,,,
,Addyston,973,1,1,0,,,,
,Akron,"206,845",519,472,47,,,,
,Alliance,"22,285",53,40,13,,,,
,Amelia,"3,626",12,11,1,,,,
,Amherst,"11,683",25,20,5,,,,
,Ansonia,"1,078",2,2,0,,,,
,Arcanum,"1,969",4,4,0,,,,
,Archbold,"4,468",8,8,0,,,,
,Arlington Heights,818,3,3,0,,,,
,Ashland,"21,900",38,28,10,,,,
,Ashtabula,"19,691",37,32,5,,,,
,Ashville,"3,291",9,9,0,,,,
,Athens,"21,981",33,26,7,,,,
,Aurora,"14,659",35,27,8,,,,
,Austintown,"35,185",48,39,9,,,,
,Avon,"17,501",38,30,8,,,,
,Avon Lake,"24,434",34,29,5,,,,
,Bainbridge Township,"11,225",27,19,8,,,,
,Baltimore,"2,909",3,3,0,,,,
,Barberton,"26,637",54,41,13,,,,
,Barnesville,"4,054",6,5,1,,,,
,Batavia,"1,698",4,4,0,,,,
,"Bath Township, Summit County","10,257",27,20,7,,,,
,Bay Village,"14,598",26,22,4,,,,
,Bazetta Township,"6,011",6,6,0,,,,
,Beach City,"1,094",2,2,0,,,,
,Beavercreek,"39,965",63,46,17,,,,
,Beaver Township,"6,087",16,12,4,,,,
,Bedford,"12,975",44,33,11,,,,
,Bedford Heights,"10,513",68,35,33,,,,
,Bellaire,"4,560",10,10,0,,,,
,Bellbrook,"6,969",17,12,5,,,,
,Bellevue,"7,840",15,12,3,,,,
,Bellville,"1,710",4,4,0,,,,
,Belpre,"6,498",14,9,5,,,,
,Bentleyville Village,900,3,3,0,,,,
,Berea,"17,679",37,32,5,,,,
,Berlin Heights,635,1,1,0,,,,
,Bethel,"2,622",6,5,1,,,,
,Bethesda,"1,358",1,1,0,,,,
,Beverly,"1,338",3,3,0,,,,
,Bexley,"12,261",35,28,7,,,,
,Blanchester,"4,326",7,7,0,,,,
,Blendon Township,"7,775",12,11,1,,,,
,Bloomdale,708,1,1,0,,,,
,Bluffton,"3,973",6,6,0,,,,
,Boardman,"39,244",61,50,11,,,,
,Boston Heights,"1,232",5,5,0,,,,
,Bowling Green,"29,919",58,43,15,,,,
,Bratenahl,"1,267",13,10,3,,,,
,Brecksville,"12,903",37,31,6,,,,
,Bridgeport,"2,049",7,5,2,,,,
,Broadview Heights,"17,577",43,30,13,,,,
,Brookfield Township,"9,474",10,9,1,,,,
,Brooklyn,"10,408",39,34,5,,,,
,Brooklyn Heights,"1,452",17,17,0,,,,
,Brook Park,"19,177",53,44,9,,,,
,Brookville,"5,381",12,11,1,,,,
,Brunswick,"35,050",53,40,13,,,,
,Bryan,"8,263",25,18,7,,,,
,Buchtel,603,1,1,0,,,,
,Buckeye Lake,"3,046",3,3,0,,,,
,Bucyrus,"12,222",25,19,6,,,,
,Burton,"1,431",2,2,0,,,,
,Butler Township,"8,147",16,15,1,,,,
,Byesville,"2,531",4,4,0,,,,
,Cadiz,"3,308",5,5,0,,,,
,Caldwell,"1,995",2,2,0,,,,
,Cambridge,"11,251",27,23,4,,,,
,Camden,"2,186",3,3,0,,,,
,Canal Fulton,"5,015",10,9,1,,,,
,Canfield,"6,876",20,15,5,,,,
,Canton,"78,006",213,173,40,,,,
,Carey,"3,786",11,7,4,,,,
,Carrollton,"3,209",7,7,0,,,,
,Celina,"10,243",22,16,6,,,,
,Centerville,"22,926",53,41,12,,,,
,Chagrin Falls,"3,638",18,10,8,,,,
,Champion Township,"9,236",8,8,0,,,,
,Cheshire,79,1,1,0,,,,
,Chester Township,"10,956",14,13,1,,,,
,Cheviot,"8,200",10,10,0,,,,
,Chillicothe,"22,192",54,48,6,,,,
,Cincinnati,"332,608","1,310","1,083",227,,,,
,Circleville,"13,667",33,24,9,,,,
,Clay Center,306,3,3,0,,,,
,Clayton,"12,934",15,15,0,,,,
,"Clay Township, Ottawa County","2,728",5,5,0,,,,
,Clearcreek Township,"12,710",14,13,1,,,,
,Cleveland,"433,452","1,885","1,613",272,,,,
,Cleves,"2,605",4,4,0,,,,
,Clinton Township,"4,012",9,9,0,,,,
,Clyde,"6,165",18,14,4,,,,
,Coal Grove,"2,072",8,7,1,,,,
,Coitsville Township,"1,630",2,2,0,,,,
,Coldwater,"4,409",6,6,0,,,,
,Columbiana,"6,018",12,12,0,,,,
,Conneaut,"12,343",27,20,7,,,,
,Copley Township,"14,089",35,26,9,,,,
,Crestline,"4,943",13,9,4,,,,
,Creston,"2,115",4,3,1,,,,
,Crooksville,"2,416",6,5,1,,,,
,Cuyahoga Falls,"51,211",105,86,19,,,,
,Dalton,"1,563",2,2,0,,,,
,Danville,"1,071",2,2,0,,,,
,Dayton,"154,218",507,419,88,,,,
,Deer Park,"5,615",12,8,4,,,,
,Defiance,"15,926",31,28,3,,,,
,Delaware,"34,028",64,49,15,,,,
,Delhi Township,"31,362",30,28,2,,,,
,Delphos,"6,709",18,14,4,,,,
,Dennison,"2,874",4,4,0,,,,
,Dover,"12,494",22,21,1,,,,
,Dublin,"38,825",84,63,21,,,,
,East Cleveland,"24,510",72,53,19,,,,
,Eastlake,"19,503",46,33,13,,,,
,East Liverpool,"11,984",25,19,6,,,,
,Eaton,"8,022",20,14,6,,,,
,Edgerton,"1,967",3,3,0,,,,
,Elida,"1,902",2,2,0,,,,
,Elmwood Place,"2,425",4,4,0,,,,
,Empire,283,1,1,0,,,,
,Englewood,"12,767",25,20,5,,,,
,Enon,"2,550",4,4,0,,,,
,Evendale,"2,892",22,20,2,,,,
,Fairborn,"32,463",60,43,17,,,,
,Fairfax,"1,815",8,7,1,,,,
,Fairfield,"42,315",91,71,20,,,,
,Fairfield Township,"17,374",18,17,1,,,,
,Fairlawn,"7,050",35,24,11,,,,
,Fairport Harbor,"3,219",8,7,1,,,,
,Fairview Park,"15,752",28,27,1,,,,
,Fayette,"1,288",2,2,0,,,,
,Findlay,"37,291",91,73,18,,,,
,Forest,"1,431",2,2,0,,,,
,Forest Park,"18,117",48,40,8,,,,
,Fort Loramie,"1,473",3,3,0,,,,
,Fort Recovery,"1,342",2,2,0,,,,
,Fort Shawnee,"3,699",6,5,1,,,,
,Franklin,"12,996",31,24,7,,,,
,Frazeysburg,"1,296",1,1,0,,,,
,Fredericktown,"2,473",4,4,0,,,,
,Fremont,"16,682",39,33,6,,,,
,Gahanna,"33,828",73,59,14,,,,
,Galion,"10,843",19,15,4,,,,
,Garfield Heights,"27,746",80,62,18,,,,
,Gates Mills,"2,276",15,11,4,,,,
,Geneva,"6,299",16,12,4,,,,
,Geneva-on-the-Lake,"1,491",5,5,0,,,,
,Genoa,"2,294",4,4,0,,,,
,Genoa Township,"15,423",28,25,3,,,,
,Germantown,"5,072",11,10,1,,,,
,"German Township, Clark County","7,247",3,3,0,,,,
,"German Township, Montgomery County","3,277",6,6,0,,,,
,Gibsonburg,"2,449",5,5,0,,,,
,Girard,"10,097",19,15,4,,,,
,Glendale,"2,175",7,7,0,,,,
,Glenwillow,632,4,4,0,,,,
,Gnadenhutten,"1,294",2,2,0,,,,
,"Goshen Township, Clermont County","16,462",14,13,1,,,,
,"Goshen Township, Mahoning County","3,450",12,11,1,,,,
,Grandview Heights,"6,251",23,19,4,,,,
,Granville,"5,399",12,9,3,,,,
,Greenfield,"5,120",11,9,2,,,,
,Greenhills,"3,753",8,7,1,,,,
,Green Springs,"1,205",2,2,0,,,,
,Greenville,"12,772",30,23,7,,,,
,Greenwich,"1,510",4,4,0,,,,
,Grove City,"33,869",76,59,17,,,,
,Groveport,"5,352",20,19,1,,,,
,Hamilton,"62,498",168,143,25,,,,
,Hanging Rock,291,6,4,2,,,,
,Harrison,"9,117",24,22,2,,,,
,Harveysburg,632,1,1,0,,,,
,Heath,"8,926",25,18,7,,,,
,Hebron,"2,160",8,7,1,,,,
,Hicksville,"3,398",9,8,1,,,,
,Highland Heights,"8,636",29,22,7,,,,
,Hilliard,"27,936",66,51,15,,,,
,Hinckley Township,"7,943",12,9,3,,,,
,Holgate,"1,112",1,1,0,,,,
,Holland,"1,330",9,9,0,,,,
,Howland Township,"16,435",19,18,1,,,,
,Hubbard Township,"5,712",7,6,1,,,,
,Huber Heights,"37,284",65,50,15,,,,
,Hudson,"23,144",35,28,7,,,,
,Huron,"7,311",18,13,5,,,,
,Independence,"6,785",48,34,14,,,,
,Indian Hill,"5,895",24,19,5,,,,
,Ironton,"11,321",22,17,5,,,,
,Jackson,"6,168",23,17,6,,,,
,"Jackson Township, Mahoning County","2,266",6,6,0,,,,
,"Jackson Township, Montgomery County","3,835",5,5,0,,,,
,"Jackson Township, Starke County","40,942",50,41,9,,,,
,Jefferson,"3,420",7,6,1,,,,
,Jewett,772,1,1,0,,,,
,Johnstown,"4,062",15,10,5,,,,
,Junction City,838,1,1,0,,,,
,Kalida,"1,161",4,4,0,,,,
,Kent,"28,265",56,42,14,,,,
,Kenton,"8,015",21,16,5,,,,
,Kettering,"53,714",110,81,29,,,,
,Kirtland,"7,428",14,9,5,,,,
,Kirtland Hills,805,10,9,1,,,,
,Lagrange,"2,022",6,6,0,,,,
,Lake Township,"7,438",16,15,1,,,,
,Lakewood,"50,690",121,94,27,,,,
,Lancaster,"37,134",86,66,20,,,,
,Lawrence Township,"8,469",6,6,0,,,,
,Lebanon,"20,850",38,29,9,,,,
,Leipsic,"2,178",4,4,0,,,,
,Lexington,"4,121",13,9,4,,,,
,Liberty Township,"11,884",24,19,5,,,,
,Lima,"37,507",97,76,21,,,,
,Lisbon,"2,996",10,6,4,,,,
,Lithopolis,"1,057",3,3,0,,,,
,Liverpool Township,"4,165",5,5,0,,,,
,Lockland,"3,394",15,13,2,,,,
,Logan,"7,474",18,13,5,,,,
,London,"9,645",23,18,5,,,,
,Lorain,"70,302",127,99,28,,,,
,Lordstown,"3,546",13,9,4,,,,
,Loudonville,"2,999",10,6,4,,,,
,Louisville,"9,501",12,9,3,,,,
,Lowellville,"1,139",3,3,0,,,,
,Luckey,988,1,1,0,,,,
,Lynchburg,"1,414",4,3,1,,,,
,Lyndhurst,"13,842",41,31,10,,,,
,Madeira,"9,090",14,13,1,,,,
,"Madison Township, Franklin County","18,111",17,15,2,,,,
,"Madison Township, Lake County","17,001",18,16,2,,,,
,Magnolia,924,2,2,0,,,,
,Mansfield,"49,428",124,97,27,,,,
,Maple Heights,"23,639",60,42,18,,,,
,Marblehead,839,3,3,0,,,,
,Mariemont,"3,116",11,10,1,,,,
,Marietta,"14,095",38,31,7,,,,
,Marion,"35,489",83,64,19,,,,
,Marlboro Township,"4,728",4,3,1,,,,
,Marysville,"17,804",35,30,5,,,,
,Mason,"30,582",50,43,7,,,,
,Maumee,"13,848",60,45,15,,,,
,Mayfield Heights,"17,715",47,37,10,,,,
,Mayfield Village,"3,115",23,15,8,,,,
,McArthur,"2,052",4,4,0,,,,
,McClure,712,3,3,0,,,,
,McComb,"1,624",3,3,0,,,,
,McConnelsville,"1,695",4,4,0,,,,
,Mechanicsburg,"1,692",3,3,0,,,,
,Mentor,"51,917",116,82,34,,,,
,Mentor-on-the-Lake,"8,308",16,11,5,,,,
,Miamisburg,"19,874",44,40,4,,,,
,"Miami Township, Clermont County","39,711",40,37,3,,,,
,"Miami Township, Montgomery County","25,208",43,36,7,,,,
,Middlefield,"2,406",13,10,3,,,,
,Middletown,"51,266",116,80,36,,,,
,Midvale,590,1,1,0,,,,
,Mifflin Township,"3,047",5,5,0,,,,
,Milford,"6,315",17,15,2,,,,
,Millersburg,"3,614",10,7,3,,,,
,Minerva,"3,908",14,9,5,,,,
,Minerva Park,"1,194",5,5,0,,,,
,Mingo Junction,"3,301",11,10,1,,,,
,Minster,"2,773",6,5,1,,,,
,Monroe,"15,025",28,22,6,,,,
,Monroeville,"1,348",4,4,0,,,,
,Montgomery,"10,221",24,21,3,,,,
,Montpelier,"4,016",9,8,1,,,,
,Montville Township,"6,424",11,11,0,,,,
,Moreland Hills,"3,069",14,13,1,,,,
,Mount Eaton,240,4,4,0,,,,
,Mount Orab,"2,793",8,8,0,,,,
,Mount Sterling,"1,818",11,6,5,,,,
,Munroe Falls,"5,185",8,8,0,,,,
,Napoleon,"8,837",22,16,6,,,,
,Navarre,"1,421",5,5,0,,,,
,Nelsonville,"5,420",8,8,0,,,,
,New Albany,"7,034",23,17,6,,,,
,Newark,"47,283",102,81,21,,,,
,New Boston,"2,143",13,9,4,,,,
,New Bremen,"3,046",6,6,0,,,,
,Newburgh Heights,"2,131",6,4,2,,,,
,Newcomerstown,"3,888",13,8,5,,,,
,New Concord,"2,644",4,4,0,,,,
,New Franklin,"15,021",18,13,5,,,,
,New Lexington,"4,525",12,8,4,,,,
,New London,"2,606",4,4,0,,,,
,New Madison,752,10,10,0,,,,
,New Middletown,"1,558",3,3,0,,,,
,New Richmond,"2,531",4,4,0,,,,
,Newton Falls,"4,657",9,6,3,,,,
,Newtown,"4,112",8,7,1,,,,
,New Washington,914,2,2,0,,,,
,Niles,"19,307",41,35,6,,,,
,North Baltimore,"3,342",11,11,0,,,,
,North Canton,"16,886",32,24,8,,,,
,North College Hill,"9,355",15,14,1,,,,
,Northfield,"3,659",8,8,0,,,,
,North Kingsville,"2,571",5,5,0,,,,
,North Olmsted,"31,347",71,55,16,,,,
,North Ridgeville,"28,301",48,39,9,,,,
,North Royalton,"29,458",60,38,22,,,,
,Northwood,"5,525",28,21,7,,,,
,Norton,"11,477",21,15,6,,,,
,Norwalk,"16,607",32,25,7,,,,
,Norwood,"19,923",54,52,2,,,,
,Oak Harbor,"2,795",6,4,2,,,,
,Oak Hill,"1,618",3,3,0,,,,
,"Oakwood, Montgomery County","8,437",39,33,6,,,,
,"Oakwood, Paulding County",554,1,1,0,,,,
,Oakwood Village,"3,677",14,12,2,,,,
,Oberlin,"8,350",23,17,6,,,,
,Olmsted Falls,"8,258",16,10,6,,,,
,Ontario,"5,234",27,21,6,,,,
,Orange Village,"3,280",15,14,1,,,,
,Oregon,"18,948",60,46,14,,,,
,Orrville,"8,378",19,14,5,,,,
,Orwell,"1,471",6,5,1,,,,
,Owensville,842,2,1,1,,,,
,Oxford,"22,243",39,25,14,,,,
,Oxford Township,"2,630",3,3,0,,,,
,Painesville,"18,168",44,40,4,,,,
,Parma,"77,980",152,95,57,,,,
,Parma Heights,"19,778",40,33,7,,,,
,Pataskala,"12,964",17,16,1,,,,
,Payne,"1,103",1,1,0,,,,
,Peebles,"1,836",2,2,0,,,,
,Pemberville,"1,352",2,2,0,,,,
,Pepper Pike,"5,697",27,20,7,,,,
,Perkins Township,"12,882",25,18,7,,,,
,Perrysburg,"17,043",43,32,11,,,,
,"Perry Township, Allen County","3,602",1,1,0,,,,
,"Perry Township, Columbiana County","4,609",5,5,0,,,,
,"Perry Township, Franklin County","3,615",11,10,1,,,,
,"Perry Township, Montgomery County","3,816",3,3,0,,,,
,"Perry Township, Starke County","28,063",29,23,6,,,,
,Pickerington,"18,435",35,26,9,,,,
,Pierce Township,"11,075",17,17,0,,,,
,Piqua,"20,609",38,32,6,,,,
,Plain City,"3,633",9,9,0,,,,
,Poland Township,"11,123",13,11,2,,,,
,Port Clinton,"6,175",18,13,5,,,,
,Portsmouth,"20,043",44,41,3,,,,
,Powell,"13,205",18,16,2,,,,
,Powhatan Point,"1,659",3,3,0,,,,
,Ravenna,"11,375",34,25,9,,,,
,Reading,"10,288",24,20,4,,,,
,Reminderville,"2,604",8,8,0,,,,
,Reynoldsburg,"33,727",68,54,14,,,,
,Richfield,"3,601",24,17,7,,,,
,Richmond Heights,"10,148",30,22,8,,,,
,Rio Grande,866,2,2,0,,,,
,Rittman,"6,267",12,9,3,,,,
,Riverside,"25,357",33,32,1,,,,
,Roaming Shores Village,"1,196",2,2,0,,,,
,Rockford,"1,094",2,2,0,,,,
,Roseville,"1,885",3,3,0,,,,
,Rossford,"6,401",14,13,1,,,,
,Ross Township,"7,944",2,2,0,,,,
,Russell Township,"5,597",8,7,1,,,,
,Russia,618,1,1,0,,,,
,Sabina,"2,802",5,5,0,,,,
,Sagamore Hills,"9,548",12,10,2,,,,
,Salem,"11,763",16,15,1,,,,
,Saline Township,"1,336",4,4,0,,,,
,Salineville,"1,323",3,3,0,,,,
,Sandusky,"25,625",62,52,10,,,,
,Seaman,"1,075",2,2,0,,,,
,Sebring,"4,534",10,7,3,,,,
,Seven Hills,"11,646",18,17,1,,,,
,Seville,"2,437",8,7,1,,,,
,Shadyside,"3,531",5,4,1,,,,
,Shaker Heights,"26,473",93,68,25,,,,
,Sharon Township,"2,359",10,10,0,,,,
,Sharonville,"13,158",48,38,10,,,,
,Shawnee Hills,585,2,2,0,,,,
,Shawnee Township,"8,626",16,10,6,,,,
,Sheffield Lake,"8,889",16,12,4,,,,
,Shelby,"9,330",19,15,4,,,,
,Sidney,"19,978",52,40,12,,,,
,Silverton,"5,167",16,13,3,,,,
,Smith Township,"4,835",5,5,0,,,,
,Smithville,"1,296",3,3,0,,,,
,Solon,"22,057",78,46,32,,,,
,Somerset,"1,543",2,2,0,,,,
,South Bloomfield,"1,707",3,3,0,,,,
,South Charleston,"1,779",1,1,0,,,,
,South Euclid,"21,196",55,41,14,,,,
,South Russell,"3,929",9,9,0,,,,
,South Solon,385,3,3,0,,,,
,South Zanesville,"1,988",3,3,0,,,,
,Spencerville,"2,158",4,4,0,,,,
,Springboro,"17,936",30,25,5,,,,
,Springdale,"10,144",46,39,7,,,,
,Springfield,"61,999",147,127,20,,,,
,"Springfield Township, Hamilton County","40,018",55,49,6,,,,
,"Springfield Township, Mahoning County","6,009",8,8,0,,,,
,"Springfield Township, Summit County","15,339",19,17,2,,,,
,St. Bernard,"4,521",15,14,1,,,,
,St. Clairsville,"5,055",14,10,4,,,,
,Steubenville,"18,745",56,46,10,,,,
,St. Henry,"2,379",2,2,0,,,,
,St. Marys,"8,083",20,15,5,,,,
,Stow,"34,260",53,43,10,,,,
,St. Paris,"1,957",4,4,0,,,,
,Strasburg,"2,721",4,4,0,,,,
,Streetsboro,"14,532",34,26,8,,,,
,Strongsville,"42,749",97,77,20,,,,
,Struthers,"10,755",20,16,4,,,,
,Sugarcreek Township,"6,991",22,15,7,,,,
,Sunbury,"3,399",12,11,1,,,,
,Sycamore,868,1,1,0,,,,
,Sylvania Township,"26,135",58,43,15,,,,
,Tallmadge,"17,405",30,27,3,,,,
,Terrace Park,"2,163",7,6,1,,,,
